pred	true
3.93829274178	5
6.67986774445	8
5.22625303268	8
5.87295675278	1
8.06963729858	8
7.67926263809	8
6.05544519424	2
4.26470756531	5
5.26905727386	7
6.76248168945	6
7.32895326614	8
3.51726675034	3
6.87496042252	7
4.0078754425	3
7.78818893433	8
3.8513174057	1
5.2445807457	6
4.42953824997	1
6.45859336853	7
5.057284832	5
4.8464217186	6
6.62096261978	1
7.85331058502	8
7.46456336975	8
2.73964953423	1
4.87477684021	5
3.4066400528	4
6.80252122879	7
7.26126003265	8
4.78919887543	5
7.64684438705	8
3.52819609642	6
6.49120426178	6
7.24029588699	8
1.67894661427	3
5.4394826889	2
5.16501712799	7
7.28527641296	8
7.35265445709	8
7.52133226395	8
5.11242341995	2
7.50356292725	8
1.66519641876	1
4.20139837265	5
6.98493528366	8
4.98965787888	2
6.23173904419	1
5.73721265793	6
6.11987447739	6
5.09504127502	6
5.37676668167	2
7.19777441025	8
6.31927633286	8
6.69333982468	7
5.69541311264	2
0.7210277915	1
3.89080119133	2
5.3016037941	8
7.84407711029	8
4.43339157104	6
6.24328422546	7
7.59351873398	8
6.67448377609	7
5.07611751556	1
6.41528367996	8
7.52738237381	8
7.04564094543	8
4.72627305984	5
6.37454128265	8
5.58897686005	7
5.04445791245	2
3.11909246445	1
2.94450497627	4
7.83743667603	8
6.11934137344	8
6.77240133286	6
6.96442127228	6
2.96401786804	2
5.23050117493	2
5.23913908005	1
7.77050733566	8
6.29989671707	7
5.48003005981	8
7.07351875305	8
2.61486506462	4
6.61477088928	7
4.07082176208	1
7.58619785309	8
6.36136627197	6
3.52434587479	6
3.59247088432	5
6.25448703766	8
5.88625907898	2
7.38125514984	7
7.63552188873	8
5.21166181564	5
5.24423217773	1
5.06101465225	6
5.91786432266	1
6.82234430313	6
7.18883466721	8
2.86315846443	6
6.83612251282	7
7.18035268784	2
6.09199094772	6
4.2416305542	1
5.62900304794	6
7.286049366	8
7.26051664352	8
6.99102544785	8
5.25406122208	6
3.71964097023	6
2.76447629929	5
6.60852766037	6
6.25280380249	6
6.19587230682	6
7.35995197296	8
4.18286752701	6
4.31587839127	6
6.10931301117	1
6.48985719681	6
6.72430324554	8
3.35627746582	5
6.61085176468	6
7.22041797638	7
7.56976413727	7
2.48943138123	1
4.44288158417	6
3.77255892754	2
4.67829990387	5
4.26488780975	2
6.30658960342	6
7.48727893829	6
4.73814153671	6
7.65891599655	8
4.81837129593	7
3.82851028442	1
7.08061075211	8
1.22920942307	1
5.85730457306	8
5.06239318848	6
6.79577636719	7
3.87477731705	2
7.16852283478	8
1.86164724827	1
2.6865606308	3
5.2704501152	6
4.49211645126	5
7.56054830551	6
5.88896369934	5
7.0370426178	8
8.08332061768	8
1.78421711922	2
4.22413825989	6
5.1060423851	2
4.94848299026	5
3.1776599884	3
4.78595161438	6
4.76249599457	5
7.82574510574	8
3.22325873375	2
7.8327422142	8
6.44080018997	7
0.498326897621	1
5.76750946045	7
4.98576593399	6
1.07410657406	1
2.82801890373	1
1.04634559155	2
1.90472710133	2
1.27497041225	2
6.85499334335	6
6.63768053055	8
6.25581407547	7
5.49948692322	7
4.29505634308	7
7.13325548172	6
3.83738970757	5
6.90740823746	1
7.22722148895	8
7.50756120682	8
7.29447889328	8
5.74876785278	8
5.85499620438	7
7.20828771591	1
4.71422433853	6
3.72481536865	1
6.49138402939	8
7.39992952347	8
7.61760663986	8
7.63106584549	8
6.6568813324	8
3.68399810791	6
4.44602012634	5
5.26519775391	6
4.07564735413	1
4.11297798157	7
5.78241109848	8
7.15263843536	8
3.96602106094	1
4.20330142975	1
